"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.h","system.fmu.der(h)","system.fmu.v","system.fmu.der(v)","system.fmu.v_min","system.fmu.g","system.fmu.e"
0.896, 0.004912863, 0.000465176, 0.896, -2.9334176, -8.78976, -8.78976, -9.81, 0.1, -9.81, 0.7
0.897, 0.004917783, 0.000465677, 0.897, -2.94220736, -8.79957, -8.79957, -9.81, 0.1, -9.81, 0.7
0.898, 0.004922884, 0.000466158, 0.898, -2.95100693, -8.80938, -8.80938, -9.81, 0.1, -9.81, 0.7
0.899, 0.004927873, 0.000466658, 0.899, -2.95981631, -8.81919, -8.81919, -9.81, 0.1, -9.81, 0.7
0.9, 0.004932842, 0.000467159, 0.9, -2.9686355, -8.829, -8.829, -9.81, 0.1, -9.81, 0.7
0.901, 0.004938102, 0.00046766, 0.901, -2.9774645, -8.83881, -8.83881, -9.81, 0.1, -9.81, 0.7
0.902, 0.004942702, 0.00046816, 0.902, -2.98630331, -8.84862, -8.84862, -9.81, 0.1, -9.81, 0.7
0.903, 0.004948212, 0.00046866, 0.903, -2.99515193, -8.85843, -8.85843, -9.81, 0.1, -9.81, 0.7
0.904, 0.004952922, 0.00046917, 0.904, -3.00401036, -8.86824, -8.86824, -9.81, 0.1, -9.81, 0.7
0.905, 0.004957542, 0.00046967, 0.905, -3.0128786, -8.87805, -8.87805, -9.81, 0.1, -9.81, 0.7
0.906, 0.004962632, 0.00047017, 0.906, -3.02175665, -8.88786, -8.88786, -9.81, 0.1, -9.81, 0.7
0.907, 0.004967312, 0.000470669, 0.907, -3.03064451, -8.89767, -8.89767, -9.81, 0.1, -9.81, 0.7
0.908, 0.004972372, 0.00047117, 0.908, -3.03954218, -8.90748, -8.90748, -9.81, 0.1, -9.81, 0.7
0.909, 0.004977332, 0.000471658, 0.909, -3.04844966, -8.91729, -8.91729, -9.81, 0.1, -9.81, 0.7
0.91, 0.004984723, 0.000472158, 0.91, -3.05736695, -8.9271, -8.9271, -9.81, 0.1, -9.81, 0.7
0.911, 0.004990413, 0.000472657, 0.911, -3.06629405, -8.93691, -8.93691, -9.81, 0.1, -9.81, 0.7
0.912, 0.004995182, 0.000473157, 0.912, -3.07523096, -8.94672, -8.94672, -9.81, 0.1, -9.81, 0.7
0.913, 0.005000262, 0.000473666, 0.913, -3.08417768, -8.95653, -8.95653, -9.81, 0.1, -9.81, 0.7
0.914, 0.005005372, 0.000474146, 0.914, -3.09313421, -8.96634, -8.96634, -9.81, 0.1, -9.81, 0.7
0.915, 0.005010332, 0.000474627, 0.915, -3.10210055, -8.97615, -8.97615, -9.81, 0.1, -9.81, 0.7
0.916, 0.005015732, 0.000475136, 0.916, -3.1110767, -8.98596, -8.98596, -9.81, 0.1, -9.81, 0.7
0.917, 0.005020272, 0.000475636, 0.917, -3.12006266, -8.99577, -8.99577, -9.81, 0.1, -9.81, 0.7
0.918, 0.005025492, 0.000476146, 0.918, -3.12905843, -9.00558, -9.00558, -9.81, 0.1, -9.81, 0.7
0.919, 0.005030002, 0.000476656, 0.919, -3.13806401, -9.01539, -9.01539, -9.81, 0.1, -9.81, 0.7
0.92, 0.005035772, 0.000477136, 0.92, -3.1470794, -9.0252, -9.0252, -9.81, 0.1, -9.81, 0.7
0.921, 0.005040522, 0.000477636, 0.921, -3.1561046, -9.03501, -9.03501, -9.81, 0.1, -9.81, 0.7
0.922, 0.005045452, 0.000478135, 0.922, -3.16513961, -9.04482, -9.04482, -9.81, 0.1, -9.81, 0.7
0.923, 0.005050803, 0.000478685, 0.923, -3.17418443, -9.05463, -9.05463, -9.81, 0.1, -9.81, 0.7
0.924, 0.005056062, 0.000479185, 0.924, -3.18323906, -9.06444, -9.06444, -9.81, 0.1, -9.81, 0.7
0.925, 0.005060773, 0.000479675, 0.925, -3.1923035, -9.07425, -9.07425, -9.81, 0.1, -9.81, 0.7
0.926, 0.005066093, 0.000480164, 0.926, -3.20137775, -9.08406, -9.08406, -9.81, 0.1, -9.81, 0.7
0.927, 0.005070722, 0.000480674, 0.927, -3.21046181, -9.09387, -9.09387, -9.81, 0.1, -9.81, 0.7
0.928, 0.005075983, 0.000481165, 0.928, -3.21955568, -9.10368, -9.10368, -9.81, 0.1, -9.81, 0.7
0.929, 0.005080494, 0.000481653, 0.929, -3.22865936, -9.11349, -9.11349, -9.81, 0.1, -9.81, 0.7
0.93, 0.005086044, 0.000482154, 0.93, -3.23777285, -9.1233, -9.1233, -9.81, 0.1, -9.81, 0.7
0.931, 0.005090583, 0.000482643, 0.931, -3.24689615, -9.13311, -9.13311, -9.81, 0.1, -9.81, 0.7
0.932, 0.005095643, 0.000483133, 0.932, -3.25602926, -9.14292, -9.14292, -9.81, 0.1, -9.81, 0.7
0.933, 0.005100213, 0.000483623, 0.933, -3.26517218, -9.15273, -9.15273, -9.81, 0.1, -9.81, 0.7
0.934, 0.005105453, 0.000484123, 0.934, -3.27432491, -9.16254, -9.16254, -9.81, 0.1, -9.81, 0.7
0.935, 0.005110253, 0.000484613, 0.935, -3.28348745, -9.17235, -9.17235, -9.81, 0.1, -9.81, 0.7
0.936, 0.005115283, 0.000485113, 0.936, -3.2926598, -9.18216, -9.18216, -9.81, 0.1, -9.81, 0.7
0.937, 0.005119783, 0.000485622, 0.937, -3.30184196, -9.19197, -9.19197, -9.81, 0.1, -9.81, 0.7
0.938, 0.005125094, 0.000486122, 0.938, -3.31103393, -9.20178, -9.20178, -9.81, 0.1, -9.81, 0.7
0.939, 0.005129593, 0.000486634, 0.939, -3.32023571, -9.21159, -9.21159, -9.81, 0.1, -9.81, 0.7
0.94, 0.005134683, 0.000487123, 0.94, -3.3294473, -9.2214, -9.2214, -9.81, 0.1, -9.81, 0.7
0.941, 0.005139193, 0.000487625, 0.941, -3.3386687, -9.23121, -9.23121, -9.81, 0.1, -9.81, 0.7
0.942, 0.005144534, 0.000488124, 0.942, -3.34789991, -9.24102, -9.24102, -9.81, 0.1, -9.81, 0.7
0.943, 0.005149033, 0.000488633, 0.943, -3.35714093, -9.25083, -9.25083, -9.81, 0.1, -9.81, 0.7
0.944, 0.005154273, 0.000489133, 0.944, -3.36639176, -9.26064, -9.26064, -9.81, 0.1, -9.81, 0.7
0.945, 0.005158763, 0.000489634, 0.945, -3.3756524, -9.27045, -9.27045, -9.81, 0.1, -9.81, 0.7
0.946, 0.005164123, 0.000490145, 0.946, -3.38492285, -9.28026, -9.28026, -9.81, 0.1, -9.81, 0.7
0.947, 0.005168723, 0.000490646, 0.947, -3.39420311, -9.29007, -9.29007, -9.81, 0.1, -9.81, 0.7
0.948, 0.005173823, 0.000491146, 0.948, -3.40349318, -9.29988, -9.29988, -9.81, 0.1, -9.81, 0.7
0.949, 0.005178753, 0.000491656, 0.949, -3.41279306, -9.30969, -9.30969, -9.81, 0.1, -9.81, 0.7
0.95, 0.005183843, 0.000492156, 0.95, -3.42210275, -9.3195, -9.3195, -9.81, 0.1, -9.81, 0.7
0.951, 0.005189343, 0.000492656, 0.951, -3.43142225, -9.32931, -9.32931, -9.81, 0.1, -9.81, 0.7
0.952, 0.005194173, 0.000493147, 0.952, -3.44075156, -9.33912, -9.33912, -9.81, 0.1, -9.81, 0.7
0.953, 0.005202262, 0.000493656, 0.953, -3.45009068, -9.34893, -9.34893, -9.81, 0.1, -9.81, 0.7
0.954, 0.005208402, 0.000494166, 0.954, -3.45943961, -9.35874, -9.35874, -9.81, 0.1, -9.81, 0.7
0.955, 0.005212873, 0.000494644, 0.955, -3.46879835, -9.36855, -9.36855, -9.81, 0.1, -9.81, 0.7
0.956, 0.005218203, 0.000495145, 0.956, -3.4781669, -9.37836, -9.37836, -9.81, 0.1, -9.81, 0.7
0.957, 0.005222683, 0.000495645, 0.957, -3.48754526, -9.38817, -9.38817, -9.81, 0.1, -9.81, 0.7
0.958, 0.005227973, 0.000496164, 0.958, -3.49693343, -9.39798, -9.39798, -9.81, 0.1, -9.81, 0.7
0.959, 0.005233282, 0.000496654, 0.959, -3.50633141, -9.40779, -9.40779, -9.81, 0.1, -9.81, 0.7
0.96, 0.005237813, 0.000497153, 0.96, -3.5157392, -9.4176, -9.4176, -9.81, 0.1, -9.81, 0.7
0.961, 0.005243144, 0.000497663, 0.961, -3.5251568, -9.42741, -9.42741, -9.81, 0.1, -9.81, 0.7
0.962, 0.005248904, 0.000498163, 0.962, -3.53458421, -9.43722, -9.43722, -9.81, 0.1, -9.81, 0.7
0.963, 0.005253894, 0.000498673, 0.963, -3.54402143, -9.44703, -9.44703, -9.81, 0.1, -9.81, 0.7
0.964, 0.005259044, 0.000499173, 0.964, -3.55346846, -9.45684, -9.45684, -9.81, 0.1, -9.81, 0.7
0.965, 0.005263974, 0.000499683, 0.965, -3.5629253, -9.46665, -9.46665, -9.81, 0.1, -9.81, 0.7
0.966, 0.005269064, 0.000500183, 0.966, -3.57239195, -9.47646, -9.47646, -9.81, 0.1, -9.81, 0.7
0.967, 0.005274264, 0.000500674, 0.967, -3.58186841, -9.48627, -9.48627, -9.81, 0.1, -9.81, 0.7
0.968, 0.005278794, 0.000501173, 0.968, -3.59135468, -9.49608, -9.49608, -9.81, 0.1, -9.81, 0.7
0.969, 0.005284064, 0.000501682, 0.969, -3.60085076, -9.50589, -9.50589, -9.81, 0.1, -9.81, 0.7
0.97, 0.005289375, 0.000502192, 0.97, -3.61035665, -9.5157, -9.5157, -9.81, 0.1, -9.81, 0.7
0.971, 0.005294044, 0.000502693, 0.971, -3.61987235, -9.52551, -9.52551, -9.81, 0.1, -9.81, 0.7
0.972, 0.005299275, 0.000503202, 0.972, -3.62939786, -9.53532, -9.53532, -9.81, 0.1, -9.81, 0.7
0.973, 0.005304875, 0.000503695, 0.973, -3.63893318, -9.54513, -9.54513, -9.81, 0.1, -9.81, 0.7
0.974, 0.005309775, 0.000504174, 0.974, -3.64847831, -9.55494, -9.55494, -9.81, 0.1, -9.81, 0.7
0.975, 0.005315015, 0.000504665, 0.975, -3.65803325, -9.56475, -9.56475, -9.81, 0.1, -9.81, 0.7
0.976, 0.005320805, 0.000505175, 0.976, -3.667598, -9.57456, -9.57456, -9.81, 0.1, -9.81, 0.7
0.977, 0.005325895, 0.000505675, 0.977, -3.67717256, -9.58437, -9.58437, -9.81, 0.1, -9.81, 0.7
0.978, 0.005330985, 0.000506175, 0.978, -3.68675693, -9.59418, -9.59418, -9.81, 0.1, -9.81, 0.7
0.979, 0.005335675, 0.000506675, 0.979, -3.69635111, -9.60399, -9.60399, -9.81, 0.1, -9.81, 0.7
0.98, 0.005340745, 0.000507175, 0.98, -3.7059551, -9.6138, -9.6138, -9.81, 0.1, -9.81, 0.7
0.981, 0.005346065, 0.000507655, 0.981, -3.7155689, -9.62361, -9.62361, -9.81, 0.1, -9.81, 0.7
0.982, 0.005350675, 0.000508163, 0.982, -3.72519251, -9.63342, -9.63342, -9.81, 0.1, -9.81, 0.7
0.983, 0.005355995, 0.000508654, 0.983, -3.73482593, -9.64323, -9.64323, -9.81, 0.1, -9.81, 0.7
0.984, 0.005361515, 0.000509165, 0.984, -3.74446916, -9.65304, -9.65304, -9.81, 0.1, -9.81, 0.7
0.985, 0.005366205, 0.000509667, 0.985, -3.7541222, -9.66285, -9.66285, -9.81, 0.1, -9.81, 0.7
0.986, 0.005371536, 0.000510187, 0.986, -3.76378505, -9.67266, -9.67266, -9.81, 0.1, -9.81, 0.7
0.987, 0.005377117, 0.000510696, 0.987, -3.77345771, -9.68247, -9.68247, -9.81, 0.1, -9.81, 0.7
0.988, 0.005382197, 0.000511188, 0.988, -3.78314018, -9.69228, -9.69228, -9.81, 0.1, -9.81, 0.7
0.989, 0.005387148, 0.000511677, 0.989, -3.79283246, -9.70209, -9.70209, -9.81, 0.1, -9.81, 0.7
0.99, 0.005392038, 0.000512156, 0.99, -3.80253455, -9.7119, -9.7119, -9.81, 0.1, -9.81, 0.7
0.991, 0.005397318, 0.000512637, 0.991, -3.81224645, -9.72171, -9.72171, -9.81, 0.1, -9.81, 0.7
0.992, 0.005402628, 0.000513137, 0.992, -3.82196816, -9.73152, -9.73152, -9.81, 0.1, -9.81, 0.7
0.993, 0.005407128, 0.000513617, 0.993, -3.83169968, -9.74133, -9.74133, -9.81, 0.1, -9.81, 0.7
0.994, 0.005412418, 0.000514097, 0.994, -3.84144101, -9.75114, -9.75114, -9.81, 0.1, -9.81, 0.7
0.995, 0.005417838, 0.000514597, 0.995, -3.85119215, -9.76095, -9.76095, -9.81, 0.1, -9.81, 0.7
0.996, 0.005426418, 0.000515107, 0.996, -3.8609531, -9.77076, -9.77076, -9.81, 0.1, -9.81, 0.7
0.997, 0.005431008, 0.000515616, 0.997, -3.87072386, -9.78057, -9.78057, -9.81, 0.1, -9.81, 0.7
0.998, 0.005436879, 0.000516115, 0.998, -3.88050443, -9.79038, -9.79038, -9.81, 0.1, -9.81, 0.7
0.999, 0.005442309, 0.000516634, 0.999, -3.89029481, -9.80019, -9.80019, -9.81, 0.1, -9.81, 0.7
1, 0.00544693, 0.000517135, 1, -3.900095, -9.81, -9.81, -9.81, 0.1, -9.81, 0.7
1.001, 0.005452661, 0.000517624, 1.001, -3.909905, -9.81981, -9.81981, -9.81, 0.1, -9.81, 0.7
1.002, 0.005458301, 0.000518113, 1.002, -3.91972481, -9.82962, -9.82962, -9.81, 0.1, -9.81, 0.7
1.003, 0.005463011, 0.000518611, 1.003, -3.92955443, -9.83943, -9.83943, -9.81, 0.1, -9.81, 0.7
1.004, 0.005468389, 0.000519101, 1.004, -3.93939386, -9.84924, -9.84924, -9.81, 0.1, -9.81, 0.7
1.005, 0.005473769, 0.000519601, 1.005, -3.9492431, -9.85905, -9.85905, -9.81, 0.1, -9.81, 0.7
1.006, 0.005478399, 0.000520111, 1.006, -3.95910215, -9.86886, -9.86886, -9.81, 0.1, -9.81, 0.7
1.007, 0.005483689, 0.000520611, 1.007, -3.96897101, -9.87867, -9.87867, -9.81, 0.1, -9.81, 0.7
1.008, 0.005489209, 0.000521161, 1.008, -3.97884968, -9.88848, -9.88848, -9.81, 0.1, -9.81, 0.7
1.009, 0.005493959, 0.000521681, 1.009, -3.98873816, -9.89829, -9.89829, -9.81, 0.1, -9.81, 0.7
1.01, 0.005499319, 0.0005222, 1.01, -3.99863645, -9.9081, -9.9081, -9.81, 0.1, -9.81, 0.7
1.011, 0.005505159, 0.000522718, 1.011, -4.00854455, -9.91791, -9.91791, -9.81, 0.1, -9.81, 0.7
1.012, 0.005510119, 0.000523198, 1.012, -4.01846246, -9.92772, -9.92772, -9.81, 0.1, -9.81, 0.7
1.013, 0.005515409, 0.000523698, 1.013, -4.02839018, -9.93753, -9.93753, -9.81, 0.1, -9.81, 0.7
1.014, 0.005520539, 0.000524198, 1.014, -4.03832771, -9.94734, -9.94734, -9.81, 0.1, -9.81, 0.7
1.015, 0.005525709, 0.000524698, 1.015, -4.04827505, -9.95715, -9.95715, -9.81, 0.1, -9.81, 0.7
1.016, 0.005531269, 0.000525208, 1.016, -4.0582322, -9.96696, -9.96696, -9.81, 0.1, -9.81, 0.7
1.017, 0.005536189, 0.000525748, 1.017, -4.06819916, -9.97677, -9.97677, -9.81, 0.1, -9.81, 0.7
1.018, 0.005541309, 0.000526258, 1.018, -4.07817593, -9.98658, -9.98658, -9.81, 0.1, -9.81, 0.7
1.019, 0.00554679, 0.000526767, 1.019, -4.08816251, -9.99639, -9.99639, -9.81, 0.1, -9.81, 0.7
1.02, 0.00555164, 0.000527287, 1.02, -4.0981589, -10.0062, -10.0062, -9.81, 0.1, -9.81, 0.7
1.021, 0.00555787, 0.000527807, 1.021, -4.1081651, -10.01601, -10.01601, -9.81, 0.1, -9.81, 0.7
1.022, 0.00556392, 0.000528327, 1.022, -4.11818111, -10.02582, -10.02582, -9.81, 0.1, -9.81, 0.7
1.023, 0.00556982, 0.000528837, 1.023, -4.12820693, -10.03563, -10.03563, -9.81, 0.1, -9.81, 0.7
1.024, 0.00557493, 0.000529348, 1.024, -4.13824256, -10.04544, -10.04544, -9.81, 0.1, -9.81, 0.7
1.025, 0.005580711, 0.000529848, 1.025, -4.148288, -10.05525, -10.05525, -9.81, 0.1, -9.81, 0.7
1.026, 0.005586651, 0.000530357, 1.026, -4.15834325, -10.06506, -10.06506, -9.81, 0.1, -9.81, 0.7
1.027, 0.005592291, 0.000530888, 1.027, -4.16840831, -10.07487, -10.07487, -9.81, 0.1, -9.81, 0.7
1.028, 0.005597702, 0.000531398, 1.028, -4.17848318, -10.08468, -10.08468, -9.81, 0.1, -9.81, 0.7
1.029, 0.005603462, 0.000531898, 1.029, -4.18856786, -10.09449, -10.09449, -9.81, 0.1, -9.81, 0.7
1.03, 0.005609323, 0.000532396, 1.03, -4.19866235, -10.1043, -10.1043, -9.81, 0.1, -9.81, 0.7
1.031, 0.005614483, 0.000532906, 1.031, -4.20876665, -10.11411, -10.11411, -9.81, 0.1, -9.81, 0.7
1.032, 0.005620072, 0.000533416, 1.032, -4.21888076, -10.12392, -10.12392, -9.81, 0.1, -9.81, 0.7
1.033, 0.005625702, 0.000533926, 1.033, -4.22900468, -10.13373, -10.13373, -9.81, 0.1, -9.81, 0.7
1.034, 0.005630442, 0.000534426, 1.034, -4.23913841, -10.14354, -10.14354, -9.81, 0.1, -9.81, 0.7
1.035, 0.005636112, 0.000534946, 1.035, -4.24928195, -10.15335, -10.15335, -9.81, 0.1, -9.81, 0.7
1.036, 0.005641902, 0.000535466, 1.036, -4.2594353, -10.16316, -10.16316, -9.81, 0.1, -9.81, 0.7
1.037, 0.005646942, 0.000535996, 1.037, -4.26959846, -10.17297, -10.17297, -9.81, 0.1, -9.81, 0.7
1.038, 0.005655262, 0.000536496, 1.038, -4.27977143, -10.18278, -10.18278, -9.81, 0.1, -9.81, 0.7
1.039, 0.005661321, 0.000537016, 1.039, -4.28995421, -10.19259, -10.19259, -9.81, 0.1, -9.81, 0.7
1.04, 0.005666901, 0.000537507, 1.04, -4.3001468, -10.2024, -10.2024, -9.81, 0.1, -9.81, 0.7
1.041, 0.005672421, 0.000538025, 1.041, -4.3103492, -10.21221, -10.21221, -9.81, 0.1, -9.81, 0.7
1.042, 0.005693101, 0.000538546, 1.042, -4.32056141, -10.22202, -10.22202, -9.81, 0.1, -9.81, 0.7
1.043, 0.005699721, 0.000539076, 1.043, -4.33078343, -10.23183, -10.23183, -9.81, 0.1, -9.81, 0.7
1.044, 0.005705491, 0.000539586, 1.044, -4.34101526, -10.24164, -10.24164, -9.81, 0.1, -9.81, 0.7
1.045, 0.005711231, 0.000540096, 1.045, -4.3512569, -10.25145, -10.25145, -9.81, 0.1, -9.81, 0.7
1.046, 0.005717061, 0.000540606, 1.046, -4.36150835, -10.26126, -10.26126, -9.81, 0.1, -9.81, 0.7
1.047, 0.005722211, 0.000541116, 1.047, -4.37176961, -10.27107, -10.27107, -9.81, 0.1, -9.81, 0.7
1.048, 0.005727811, 0.000541625, 1.048, -4.38204068, -10.28088, -10.28088, -9.81, 0.1, -9.81, 0.7
1.049, 0.005733462, 0.000542135, 1.049, -4.39232156, -10.29069, -10.29069, -9.81, 0.1, -9.81, 0.7
1.05, 0.005738372, 0.000542635, 1.05, -4.40261225, -10.3005, -10.3005, -9.81, 0.1, -9.81, 0.7
1.051, 0.005744033, 0.000543146, 1.051, -4.41291275, -10.31031, -10.31031, -9.81, 0.1, -9.81, 0.7
1.052, 0.005749753, 0.000543645, 1.052, -4.42322306, -10.32012, -10.32012, -9.81, 0.1, -9.81, 0.7
1.053, 0.005754953, 0.000544134, 1.053, -4.43354318, -10.32993, -10.32993, -9.81, 0.1, -9.81, 0.7
1.054, 0.005760372, 0.000544635, 1.054, -4.44387311, -10.33974, -10.33974, -9.81, 0.1, -9.81, 0.7
1.055, 0.005765872, 0.000545144, 1.055, -4.45421285, -10.34955, -10.34955, -9.81, 0.1, -9.81, 0.7
1.056, 0.005770883, 0.000545644, 1.056, -4.4645624, -10.35936, -10.35936, -9.81, 0.1, -9.81, 0.7
1.057, 0.005776333, 0.000546164, 1.057, -4.47492176, -10.36917, -10.36917, -9.81, 0.1, -9.81, 0.7
1.058, 0.005781893, 0.000546684, 1.058, -4.48529093, -10.37898, -10.37898, -9.81, 0.1, -9.81, 0.7
1.059, 0.005786993, 0.000547214, 1.059, -4.49566991, -10.38879, -10.38879, -9.81, 0.1, -9.81, 0.7
1.06, 0.005792473, 0.000547714, 1.06, -4.5060587, -10.3986, -10.3986, -9.81, 0.1, -9.81, 0.7
1.061, 0.005798133, 0.000548214, 1.061, -4.5164573, -10.40841, -10.40841, -9.81, 0.1, -9.81, 0.7
1.062, 0.005804253, 0.000548713, 1.062, -4.52686571, -10.41822, -10.41822, -9.81, 0.1, -9.81, 0.7
1.063, 0.005809663, 0.000549241, 1.063, -4.53728393, -10.42803, -10.42803, -9.81, 0.1, -9.81, 0.7
1.064, 0.005815283, 0.000549761, 1.064, -4.54771196, -10.43784, -10.43784, -9.81, 0.1, -9.81, 0.7
1.065, 0.005820883, 0.000550259, 1.065, -4.5581498, -10.44765, -10.44765, -9.81, 0.1, -9.81, 0.7
1.066, 0.005825942, 0.000550771, 1.066, -4.56859745, -10.45746, -10.45746, -9.81, 0.1, -9.81, 0.7
1.067, 0.005831563, 0.000551291, 1.067, -4.57905491, -10.46727, -10.46727, -9.81, 0.1, -9.81, 0.7
1.068, 0.005837243, 0.000551831, 1.068, -4.58952218, -10.47708, -10.47708, -9.81, 0.1, -9.81, 0.7
1.069, 0.005842054, 0.000552321, 1.069, -4.59999926, -10.48689, -10.48689, -9.81, 0.1, -9.81, 0.7
1.07, 0.005847654, 0.00055282, 1.07, -4.61048615, -10.4967, -10.4967, -9.81, 0.1, -9.81, 0.7
1.071, 0.005853373, 0.00055332, 1.071, -4.62098285, -10.50651, -10.50651, -9.81, 0.1, -9.81, 0.7
1.072, 0.005858363, 0.00055384, 1.072, -4.63148936, -10.51632, -10.51632, -9.81, 0.1, -9.81, 0.7
1.073, 0.005863933, 0.00055436, 1.073, -4.64200568, -10.52613, -10.52613, -9.81, 0.1, -9.81, 0.7
1.074, 0.005869693, 0.00055488, 1.074, -4.65253181, -10.53594, -10.53594, -9.81, 0.1, -9.81, 0.7
1.075, 0.005874563, 0.00055539, 1.075, -4.66306775, -10.54575, -10.54575, -9.81, 0.1, -9.81, 0.7
1.076, 0.005880154, 0.000555889, 1.076, -4.6736135, -10.55556, -10.55556, -9.81, 0.1, -9.81, 0.7
1.077, 0.005885904, 0.000556389, 1.077, -4.68416906, -10.56537, -10.56537, -9.81, 0.1, -9.81, 0.7
1.078, 0.005890754, 0.0005569, 1.078, -4.69473443, -10.57518, -10.57518, -9.81, 0.1, -9.81, 0.7
1.079, 0.005896314, 0.000557399, 1.079, -4.70530961, -10.58499, -10.58499, -9.81, 0.1, -9.81, 0.7
1.08, 0.005901184, 0.000557912, 1.08, -4.7158946, -10.5948, -10.5948, -9.81, 0.1, -9.81, 0.7
1.081, 0.005910475, 0.000558431, 1.081, -4.7264894, -10.60461, -10.60461, -9.81, 0.1, -9.81, 0.7
1.082, 0.005916646, 0.000558953, 1.082, -4.73709401, -10.61442, -10.61442, -9.81, 0.1, -9.81, 0.7
1.083, 0.005921576, 0.000559463, 1.083, -4.74770843, -10.62423, -10.62423, -9.81, 0.1, -9.81, 0.7
1.084, 0.005927216, 0.000559973, 1.084, -4.75833266, -10.63404, -10.63404, -9.81, 0.1, -9.81, 0.7
1.085, 0.005932446, 0.000560453, 1.085, -4.7689667, -10.64385, -10.64385, -9.81, 0.1, -9.81, 0.7
1.086, 0.005937756, 0.000560953, 1.086, -4.77961055, -10.65366, -10.65366, -9.81, 0.1, -9.81, 0.7
1.087, 0.005943346, 0.000561473, 1.087, -4.79026421, -10.66347, -10.66347, -9.81, 0.1, -9.81, 0.7
1.088, 0.005948306, 0.000561993, 1.088, -4.80092768, -10.67328, -10.67328, -9.81, 0.1, -9.81, 0.7
1.089, 0.005953716, 0.000562523, 1.089, -4.81160096, -10.68309, -10.68309, -9.81, 0.1, -9.81, 0.7
1.09, 0.005959536, 0.000563032, 1.09, -4.82228405, -10.6929, -10.6929, -9.81, 0.1, -9.81, 0.7
1.091, 0.005965546, 0.000563541, 1.091, -4.83297695, -10.70271, -10.70271, -9.81, 0.1, -9.81, 0.7
1.092, 0.005970646, 0.00056407, 1.092, -4.84367966, -10.71252, -10.71252, -9.81, 0.1, -9.81, 0.7
1.093, 0.005976326, 0.000564579, 1.093, -4.85439218, -10.72233, -10.72233, -9.81, 0.1, -9.81, 0.7
1.094, 0.005981956, 0.000565101, 1.094, -4.86511451, -10.73214, -10.73214, -9.81, 0.1, -9.81, 0.7
1.095, 0.005986817, 0.000565611, 1.095, -4.87584665, -10.74195, -10.74195, -9.81, 0.1, -9.81, 0.7
1.096, 0.005992377, 0.00056611, 1.096, -4.8865886, -10.75176, -10.75176, -9.81, 0.1, -9.81, 0.7
1.097, 0.005997217, 0.00056663, 1.097, -4.89734036, -10.76157, -10.76157, -9.81, 0.1, -9.81, 0.7
1.098, 0.006002897, 0.00056716, 1.098, -4.90810193, -10.77138, -10.77138, -9.81, 0.1, -9.81, 0.7
1.099, 0.006007817, 0.00056768, 1.099, -4.91887331, -10.78119, -10.78119, -9.81, 0.1, -9.81, 0.7
1.1, 0.006013467, 0.00056819, 1.1, -4.9296545, -10.791, -10.791, -9.81, 0.1, -9.81, 0.7
1.101, 0.006018547, 0.00056872, 1.101, -4.9404455, -10.80081, -10.80081, -9.81, 0.1, -9.81, 0.7
1.102, 0.006024197, 0.00056924, 1.102, -4.95124631, -10.81062, -10.81062, -9.81, 0.1, -9.81, 0.7
1.103, 0.006029597, 0.00056975, 1.103, -4.96205693, -10.82043, -10.82043, -9.81, 0.1, -9.81, 0.7
1.104, 0.006035057, 0.000570262, 1.104, -4.97287736, -10.83024, -10.83024, -9.81, 0.1, -9.81, 0.7
1.105, 0.006041057, 0.00057078, 1.105, -4.9837076, -10.84005, -10.84005, -9.81, 0.1, -9.81, 0.7
1.106, 0.006046978, 0.000571279, 1.106, -4.99454765, -10.84986, -10.84986, -9.81, 0.1, -9.81, 0.7
1.107, 0.006052058, 0.00057178, 1.107, -5.00539751, -10.85967, -10.85967, -9.81, 0.1, -9.81, 0.7
1.108, 0.006057687, 0.0005723, 1.108, -5.01625718, -10.86948, -10.86948, -9.81, 0.1, -9.81, 0.7
1.109, 0.006063508, 0.000572812, 1.109, -5.02712666, -10.87929, -10.87929, -9.81, 0.1, -9.81, 0.7
1.11, 0.006068358, 0.000573332, 1.11, -5.03800595, -10.8891, -10.8891, -9.81, 0.1, -9.81, 0.7
1.111, 0.006074058, 0.000573862, 1.111, -5.04889505, -10.89891, -10.89891, -9.81, 0.1, -9.81, 0.7
1.112, 0.006080058, 0.000574362, 1.112, -5.05979396, -10.90872, -10.90872, -9.81, 0.1, -9.81, 0.7
1.113, 0.006085248, 0.000574862, 1.113, -5.07070268, -10.91853, -10.91853, -9.81, 0.1, -9.81, 0.7
1.114, 0.006090318, 0.000575352, 1.114, -5.08162121, -10.92834, -10.92834, -9.81, 0.1, -9.81, 0.7
1.115, 0.006095538, 0.000575852, 1.115, -5.09254955, -10.93815, -10.93815, -9.81, 0.1, -9.81, 0.7
1.116, 0.006101298, 0.000576362, 1.116, -5.1034877, -10.94796, -10.94796, -9.81, 0.1, -9.81, 0.7
1.117, 0.006106638, 0.000576872, 1.117, -5.11443566, -10.95777, -10.95777, -9.81, 0.1, -9.81, 0.7
1.118, 0.006113798, 0.000577464, 1.118, -5.12539343, -10.96758, -10.96758, -9.81, 0.1, -9.81, 0.7
1.119, 0.006121278, 0.000578135, 1.119, -5.13636101, -10.97739, -10.97739, -9.81, 0.1, -9.81, 0.7
